,Symbol,Data_Found,Price,Short_MA,Long_MA,RSI,RSI_Signal,ROC,MACD,Signal_Line,Stoch_K,Stoch_D,Bandwidth,Hist_Low_BW,Volume,Vol_Short,Vol_Long,Status,setup_type,Summary,Trend_OK,RSI_OK,Squeeze_OK,MACD_OK,vol_rising,Issue
731,CHENNPETRO,True,919.0,899.64,751.41,28.91,34.96,-9.8,1.42,15.96,18.06,18.09,27.24,7.89,1774090.0,1649394.1833059946,3031408.125167474,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
732,CHEVIOT,True,1034.1,1116.43,1154.83,27.52,27.38,-4.29,-23.67,-19.34,12.97,14.17,11.28,2.77,1307.0,1295.7664272564875,1653.853531283385,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
733,CHLLTD,True,34.1,35.44,36.06,48.92,46.14,-1.67,-0.54,-0.43,20.24,18.42,10.99,8.17,942.0,2088.1217518107314,2332.2121520422857,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
734,CHLOGIST,True,7.11,7.83,8.74,28.06,39.65,-6.57,-0.19,-0.13,28.29,18.43,16.13,4.83,20472.0,29592.495489620687,44795.23609753424,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
735,CHMBBRW,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
736,CHOICEIN,True,723.0,789.59,721.93,24.32,45.43,-7.34,-12.9,-6.48,2.88,4.84,10.71,3.51,1019509.0,728301.4211703807,600847.5640854469,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
737,CHOKSI,True,124.95,106.58,98.35,55.71,58.08,16.18,5.14,4.26,64.94,74.42,21.45,7.9,15484.0,8081.091356657063,4312.412049322548,FAIL,NONE,No Squeeze,True,True,False,True,True,
738,CHOKSILA,True,112.25,148.64,150.92,21.71,37.29,-17.58,-9.26,-7.94,0.0,0.4,28.64,10.63,1941.0,2677.510329147345,5216.0085047683715,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
739,CHOLAFIN,True,1728.5,1674.4,1557.57,58.5,49.81,2.56,9.28,8.89,72.2,74.43,5.9,4.92,1372203.0,1208774.18716156,1238045.8566398083,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
740,CHOLAHLDNG,True,1933.0,1895.95,1839.56,55.62,41.88,4.77,-3.48,-9.21,90.26,73.27,10.58,6.19,168605.0,183571.62416086538,229039.22524345922,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
741,CHORDIA,True,78.25,76.82,79.73,58.71,48.75,6.99,-0.59,-0.98,100.0,76.79,11.48,7.15,940.0,335.1169491279938,166.23935547041938,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
742,CHOWGULSTM,True,21.0,22.47,24.43,36.04,33.76,-1.55,-0.49,-0.41,20.0,24.78,16.01,4.18,5020.0,4143.264757918628,4396.318864325953,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
743,CHPLIND,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
744,CHROME,True,44.84,46.37,45.57,43.41,45.16,-2.05,-0.46,-0.36,42.39,44.33,11.0,8.56,1223.0,1222.2985400190462,1249.0250797642348,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
745,CHRTEDCA,False,,,,,,,,,,,,,,,,,,,,,,,,130994180
746,CIANAGRO,True,1234.05,1567.13,1104.05,41.68,35.0,-9.68,-196.79,-208.63,42.1,30.47,40.81,6.45,105570.0,83034.46169835432,81085.77798318153,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
747,CIEINDIA,True,410.0,420.55,427.96,32.06,30.87,-0.34,-3.37,-2.83,31.57,35.84,7.4,3.45,194739.0,127667.07955258901,122670.26124709903,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
748,CIFL,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
749,CIGNITITEC,True,1823.0,1747.32,1672.34,54.22,67.92,3.21,45.17,43.57,47.92,73.66,13.15,5.89,103692.0,97222.32945239151,81648.10110419031,FAIL,NONE,No Squeeze,True,True,False,True,True,
750,CIL,False,,,,,,,,,,,,,,,,,,,,,,,,137929220
751,CILSEC,True,48.0,47.63,48.63,47.36,47.01,6.17,-0.29,-0.49,35.95,34.25,9.61,5.61,121.0,474.8383627927236,1333.4805435934713,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
752,CINDHO,False,,,,,,,,,,,,,,,,,,,,,,,,134751492
753,CINDRELL,False,,,,,,,,,,,,,,,,,,,,,,,,136008452
754,CINELINE,True,86.55,86.16,91.83,46.8,46.28,3.78,-0.24,-0.44,73.63,62.88,8.19,3.59,19485.0,14115.503343378754,17254.59773471164,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
755,CINEVISTA,True,14.65,17.16,17.54,36.28,40.3,-6.33,-0.63,-0.52,3.49,11.5,19.76,5.54,27654.0,57904.850073365604,77769.92108735809,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
756,CIPLA,True,1493.0,1528.78,1516.28,35.82,47.99,-0.96,-8.19,-7.04,13.05,28.87,3.03,2.34,1644564.0,1258499.0862347637,1224340.6334224371,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
757,CISTRO,False,,,,,,,,,,,,,,,,,,,,,,,,136134404
758,CITADEL,True,50.5,60.22,63.27,32.39,44.39,-7.17,-2.54,-1.82,23.73,27.3,25.51,8.44,1424.0,2092.328234935319,2435.030310062569,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
759,CITIPOR,False,,,,,,,,,,,,,,,,,,,,,,,,135996164
760,CITL,True,1.12,1.16,1.63,47.62,42.63,0.0,-0.02,-0.02,46.67,37.78,5.96,4.99,115796.0,168823.47916965157,202838.19165712612,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
761,CITYMAN,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
762,CITYONLINE,True,8.36,7.89,7.66,59.19,72.8,5.16,0.31,0.22,59.69,65.48,42.34,13.84,0.0,679.4431986855178,1459.3007378105433,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
763,CJGEL,True,15.25,16.5,17.52,43.52,47.58,-12.86,-0.25,-0.11,0.0,0.14,14.48,10.42,120.0,734.0914084155537,997.6839156872098,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
764,CLASELE,False,,,,,,,,,,,,,,,,,,,,,,,,131126532
765,CLEAN,True,890.0,988.4,1164.57,38.33,38.88,-3.9,-29.95,-31.77,14.42,9.79,8.57,5.21,242315.0,293086.17943450436,356886.28234304074,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
766,CLEDUCATE,True,83.38,88.17,94.88,50.24,40.13,-2.51,-1.5,-1.44,48.48,30.91,11.84,6.56,37620.0,31807.74081616799,28849.04620191663,FAIL,NONE,Downtrend | No Squeeze | MACD Wait,False,True,False,False,True,
767,CLENON,False,,,,,,,,,,,,,,,,,,,,,,,,132496388
768,CLFL,True,41.0,38.59,35.75,36.86,66.44,-14.49,1.39,2.33,16.76,16.76,31.78,8.0,2.0,41.4514584440914,306.37642670331746,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
769,CLIOINFO,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
770,CLSEL,True,258.7,269.13,300.61,42.02,37.46,1.63,-2.85,-2.99,41.13,43.92,10.59,4.33,29896.0,40449.54011488024,45610.21836366154,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
771,CMBL,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
772,CMICABLES,False,,,,,,,,,,,,,,,,,,,,,,,,132436484
773,CMMHOSP,True,42.75,45.66,41.78,33.22,28.74,-6.25,-1.28,-0.82,18.76,28.48,24.5,6.01,0.0,239.72969289149026,1011.0874834489298,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
774,CMSINFO,True,353.0,369.75,426.79,45.19,46.14,1.22,-4.46,-5.15,47.06,27.68,3.86,3.19,345132.0,859152.3727275298,683980.0091079408,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
775,CMXLTD,True,58.7,41.56,31.69,100.0,100.0,21.71,5.35,4.68,99.73,99.91,46.53,23.72,64093.0,36646.835420835734,35972.05273918479,FAIL,NONE,No Squeeze,True,True,False,True,True,
776,COALINDIA,True,378.85,378.4,379.73,49.73,43.98,2.38,-0.3,-0.33,79.4,62.68,4.78,3.05,4208886.0,3888868.407060242,4489465.969059828,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
777,COASTCORP,True,42.66,41.12,40.09,45.97,59.01,-4.35,0.73,1.26,28.23,16.98,18.13,5.38,512986.0,175021.86206350967,60804.69117009219,FAIL,NONE,Low RSI | No Squeeze | MACD Wait,True,False,False,False,True,
778,COCHINM,True,259.7,276.44,297.46,43.23,39.2,3.22,-6.48,-7.1,49.08,43.07,7.92,3.27,3671.0,3133.2655200325594,3354.0590297655867,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
779,COCHINSHIP,True,1625.0,1723.63,1734.0,34.51,31.45,-3.42,-36.52,-33.03,30.48,17.28,10.6,4.21,879719.0,713930.3517025537,740420.5813649113,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
780,COCHMAL,True,146.3,147.43,158.8,52.35,47.7,3.72,-1.2,-1.33,83.41,73.3,12.34,7.32,78.0,484.77120935153044,366.7400456637891,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
781,COCKERILL,True,4646.0,5101.09,4527.53,24.23,24.99,-9.33,-158.45,-101.86,14.01,15.55,18.91,6.05,3483.0,3902.050049094975,3970.3050962181737,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
782,COFFEEDAY,True,32.14,38.23,36.21,16.39,20.69,-10.72,-1.99,-1.71,25.11,13.53,24.4,6.59,45225.0,35831.33529390483,41200.881852236074,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
783,COFORGE,True,1871.1,1816.0,1747.23,51.76,68.23,2.15,42.29,40.18,40.28,72.01,12.85,6.28,2157166.0,1849642.7944043123,1589898.8358751293,FAIL,NONE,No Squeeze,True,True,False,True,True,
784,COHANCE,True,534.5,698.51,924.01,28.34,17.61,-4.69,-56.85,-62.51,16.39,11.14,26.6,5.59,389925.0,407293.5629961001,687359.817614027,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
785,COLAB,False,,,,,,,,,,,,,,,,,,,,,,,,138973700
786,COLINZ,True,45.0,42.13,47.88,58.51,49.66,12.5,0.32,-0.07,54.71,57.75,14.98,9.22,1080.0,1107.7621988804476,1462.9612941035434,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
787,COLORCHIPS,True,17.9,17.29,18.33,40.46,58.75,-17.17,0.55,0.96,13.57,13.19,46.7,5.65,710.0,5964.849574764703,20344.545265344914,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
788,COLPAL,True,2172.0,2206.19,2367.89,47.77,43.02,0.2,-16.86,-19.42,66.61,57.0,3.69,1.88,270919.0,370615.5343418538,404958.6249912008,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
789,COMCL,True,18.5,22.6,28.46,37.92,44.16,-2.73,-1.25,-1.53,25.0,33.88,8.1,4.74,3950.0,8166.224288954156,13742.867735398675,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
790,COMFINCAP,True,7.57,8.01,8.77,56.0,35.3,2.44,-0.18,-0.22,54.76,61.35,15.72,2.69,7720.0,15008.080195364906,37046.80950772408,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
791,COMFINTE,True,6.66,7.39,9.09,22.64,29.23,-1.04,-0.24,-0.26,48.48,32.63,11.89,2.01,533237.0,371832.325257162,326109.4228965897,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
792,COMPEAU,True,398.7,400.38,418.25,53.59,51.77,1.51,0.07,-1.14,47.95,55.21,7.21,4.51,614.0,707.7463025807491,1030.7800547621766,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
793,COMPINFO,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
794,COMPUPN,True,4.68,4.82,5.28,45.81,38.9,0.21,-0.1,-0.08,63.27,44.9,13.78,4.62,3267.0,7530.82440304522,8284.026869767094,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
795,COMPUSOFT,True,16.83,18.03,20.44,29.11,32.02,0.3,-0.39,-0.41,26.42,27.95,10.51,4.57,26936.0,24031.26783592442,24108.934636341794,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
796,COMSYN,True,138.05,145.25,127.22,44.41,43.96,-2.68,-2.76,-2.76,0.75,12.69,5.69,2.73,111.0,934.3239341708887,1865.7727942036784,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
797,CONART,True,93.9,101.57,105.83,23.17,49.14,-18.5,-0.37,1.96,10.74,7.6,31.71,5.28,7538.0,5496.838073669983,5163.470901180915,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
798,CONCOR,True,505.0,525.38,563.3,39.72,37.54,-1.46,-6.69,-6.45,38.13,28.47,5.82,3.35,2296538.0,2340057.20098751,3056747.866805952,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
799,CONCORD,True,73.5,73.75,56.98,35.42,40.88,-6.46,0.25,1.76,19.73,17.17,24.34,5.5,8714.0,5331.080410639628,8882.60335716479,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
800,CONCORDBIO,True,1387.0,1485.42,1675.45,35.34,38.74,-1.08,-25.81,-24.57,44.67,25.48,10.13,7.25,153395.0,103862.47439705404,82093.3951517383,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
801,CONFIPET,True,33.44,40.91,50.79,8.53,22.16,-12.46,-1.77,-1.37,9.38,6.72,22.62,4.73,2172985.0,1122425.6010922361,636396.0974799006,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
802,CONSOFINVT,True,160.86,175.39,189.47,24.21,23.18,-2.48,-4.95,-4.59,35.44,28.61,14.41,6.23,6075.0,4444.639437005163,4067.9418252456135,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
803,CONSTRONIC,True,62.0,63.48,70.69,52.09,50.03,-4.6,-0.4,-0.18,50.21,32.81,8.25,5.67,13.0,195.57082516954893,2288.559808823071,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
804,CONTAINER,True,21.5,23.8,35.09,53.48,53.24,4.42,-0.46,-0.68,55.19,65.82,24.64,14.52,2.0,2140.792555646708,3659.5944342336734,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
805,CONTCHM,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
806,CONTICON,True,12.31,10.8,10.12,62.5,39.52,9.91,0.08,0.03,100.0,91.16,22.84,11.31,2145.0,4093.8149029860483,4213.56518154305,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
807,CONTILI,True,28.02,28.04,30.67,50.0,32.53,8.56,-0.06,0.0,67.01,72.25,26.99,6.67,1329.0,2870.2098993206414,9846.180519868536,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
808,CONTPTR,True,107.5,114.23,115.63,41.67,35.63,-3.2,-2.76,-2.11,34.48,22.68,14.04,4.26,11393.0,8426.709397083523,7238.005954317507,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
809,CONTROLPR,True,711.0,746.1,741.01,31.64,53.55,-2.59,-3.89,-0.56,18.67,13.82,13.24,3.21,30199.0,25642.53520660007,30868.175962327165,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
810,CORALAB,True,442.0,496.83,582.79,10.46,30.9,-9.69,-12.2,-7.24,11.25,8.44,16.06,5.35,2267.0,1534.0078444633516,1030.6321853543946,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
811,CORALFINAC,True,40.0,41.4,43.67,52.62,48.0,6.64,-0.58,-0.74,30.65,26.12,14.08,5.51,32383.0,55579.10700147167,71011.74934572744,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
812,CORDSCABLE,True,185.3,185.81,187.13,54.13,63.64,1.45,2.88,3.85,14.25,20.66,24.59,4.64,56470.0,66654.85533464128,82900.693216514,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
813,CORNE,True,12.0,11.96,11.61,43.3,49.99,4.26,0.11,0.07,52.51,62.18,27.09,14.58,3039.0,1582.2537025924125,2555.7606990442646,FAIL,NONE,Low RSI | No Squeeze | Vol Trend Weak,True,False,False,True,False,
814,COROENGG,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
815,COROMANDEL,True,2375.0,2269.5,2200.6,70.12,77.17,3.08,33.28,30.7,77.58,56.86,10.97,6.31,427048.0,377910.5686115236,378438.0329291959,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
816,COSCO,True,222.95,237.66,256.61,36.69,44.21,-5.85,-2.75,-1.35,11.79,14.29,10.08,6.59,1026.0,1283.3103696924204,1093.3398307274842,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
817,COSMOFE,True,153.85,194.31,239.64,49.05,42.6,1.52,-11.69,-13.27,30.25,40.08,26.21,8.37,1990.0,3622.7896711661842,6042.456753232075,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
818,COSMOFIRST,True,743.0,810.89,882.04,45.03,22.62,5.11,-32.92,-36.53,73.5,35.61,18.87,7.16,501679.0,208210.40336698026,97477.95732290388,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
819,COSYN,True,23.7,24.23,27.43,52.46,50.56,-0.84,-0.07,-0.09,43.42,45.28,9.14,7.79,188.0,3040.4529656101595,2744.5022728279423,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
820,COUNCODOS,True,5.93,6.38,6.74,38.35,45.86,-4.2,-0.14,-0.13,62.59,41.33,11.63,4.13,39405.0,55254.775661332314,54249.30804597301,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
821,COVANCE,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
822,COVIDH,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
823,CPCAP,True,107.0,121.54,196.39,26.21,38.95,-9.57,-3.17,-2.43,25.96,14.81,12.94,3.37,8787.0,10214.31348208755,13840.271676512551,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
824,CPEDU,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
825,CPL,True,79.0,74.47,76.57,60.36,53.13,13.67,1.36,0.49,57.07,68.77,19.54,3.45,28220.0,99327.72322068209,70708.46843365268,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
826,CPPLUS,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
827,CRAFTSMAN,True,7052.0,6816.37,6139.24,60.42,56.93,0.44,73.99,72.3,80.37,73.95,8.78,3.41,25442.0,33489.65222387921,54685.974143082974,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
828,CRAMC,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
829,CRANEINFRA,True,16.88,17.09,18.83,51.56,47.48,1.69,-0.19,-0.19,58.25,28.51,10.12,7.52,1767.0,1835.3804184864919,1864.1881964224235,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
830,CRANESSOFT,True,4.09,4.31,4.22,49.7,38.09,2.0,-0.14,-0.16,61.11,44.05,21.34,3.93,6523.0,18160.976774826875,25043.97885050129,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
831,CRANEX,True,68.78,75.0,88.43,45.12,34.94,2.64,-3.07,-3.06,43.31,25.99,21.23,5.29,2201.0,1851.7148239621206,2379.658088066055,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
832,CRAVATEX,True,388.5,397.81,415.75,50.42,51.06,0.39,-2.69,-3.62,61.11,50.88,6.92,5.65,87.0,156.73256302732258,326.3518367538755,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
833,CREATIVE,True,742.0,678.75,713.57,61.61,52.17,7.09,10.18,8.75,92.43,52.4,9.27,3.29,65754.0,51489.41398385443,35711.309101436855,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
834,CREATIVEYE,True,7.1,7.38,7.51,48.6,45.18,6.13,-0.07,-0.1,53.73,58.33,16.12,6.83,36705.0,64698.73280736924,64922.395069370585,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
835,CREDITACC,True,1274.0,1348.94,1242.87,41.86,42.39,-8.29,-21.83,-12.44,24.67,12.07,10.7,6.05,127156.0,184547.1198266633,262044.5092079417,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
836,CRESANTO,False,,,,,,,,,,,,,,,,,,,,,,,,135988996
837,CREST,True,356.65,369.87,387.75,52.58,52.26,1.75,-1.09,0.14,14.79,20.68,14.05,3.77,4947.0,9443.949811671322,17005.19179620239,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
838,CRISIL,True,4398.5,4677.09,4990.58,35.38,33.36,-1.46,-95.63,-90.6,30.82,18.61,9.38,4.8,66009.0,64050.56829005367,54062.44231960881,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
839,CRIZAC,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
840,CROISSANCE,True,3.75,3.34,3.06,40.0,63.71,1.35,0.16,0.2,39.06,39.67,29.09,6.91,501224.0,386335.95671474375,670347.5010392461,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
841,CROMPTON,True,253.2,279.35,319.84,22.16,22.66,-4.47,-7.63,-6.99,11.99,12.4,12.33,4.55,1700782.0,2059512.4057055884,2413812.412141126,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
842,CROPSTER,True,20.47,19.75,20.03,43.06,55.73,12.35,0.25,0.01,44.88,46.44,24.31,9.92,12308.0,66788.08172614507,151352.3165707099,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
843,CROWN,True,129.05,142.62,165.15,44.54,45.79,-11.09,-3.45,-3.41,13.58,19.47,11.1,8.83,8678.0,16798.680058058548,31066.765441309602,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
844,CRSL,True,3.42,3.81,5.03,45.21,36.86,-8.06,-0.15,-0.12,21.69,10.01,19.84,4.7,405292.0,590693.8658367253,601946.0868096895,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
845,CRSTCHM,True,119.95,124.89,162.89,56.53,49.26,0.84,-1.59,-1.79,58.53,50.89,9.64,6.74,528.0,1010.0371674379006,1380.3037481275662,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
846,CRYSTAL,True,2.06,2.14,2.41,36.0,51.16,-3.74,-0.01,-0.01,53.33,63.46,3.84,3.42,86367.0,48180.46519233643,37118.94969272407,FAIL,NONE,Downtrend | Low RSI | MACD Wait,False,False,True,False,True,
847,CSBBANK,True,394.0,405.33,378.01,34.16,32.17,-6.59,-5.19,-0.62,30.7,20.22,13.63,4.31,238530.0,299025.68498103844,343815.3316083347,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
848,CSL,True,11.9,14.07,16.22,17.6,34.8,-16.84,-0.42,-0.17,5.95,13.36,25.52,10.27,61217.0,40660.58617378796,44136.257639808995,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
849,CSLFINANCE,True,284.15,286.55,297.14,37.34,50.18,1.96,1.22,1.9,25.57,27.77,15.96,4.9,19070.0,12728.39773707874,16941.438058669846,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
850,CSURGSU,True,95.7,106.46,120.92,46.48,50.68,-13.82,-1.2,-0.64,12.71,20.93,20.08,8.06,386.0,1138.5208365143646,826.1238195133617,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
851,CTE,True,38.5,45.22,52.78,36.71,34.18,-7.65,-2.33,-1.74,15.65,9.07,34.13,5.8,29128.0,27528.580022322585,28230.039312762845,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
