======================================================================
  BACKTEST RESULTS REPORT
  Generated: 2026-02-21 14:15:51
======================================================================

[ CONFIGURATION ]
  Config Name       : momentum_config
  Start Date        : 2018-01-01
  End Date          : 2026-02-21
  Daily SL          : True
  Mid-Week Buy      : False
  Initial Capital   :      200,000.00
  Max Positions     : 15
  Risk Threshold    : 1.0
  Buffer Percent    : 0.25
  Exit Threshold    : 40.0
  SL Multiplier     : 2.0
  SL Step Percent   : 0.1
  ATR Fallback Pct   : 0.03

[ PERFORMANCE METRICS ]
  Final Portfolio   :    1,698,199.60
  Total Return      :   +1,498,199.60  (+749.10%)
  CAGR              :     +30.06%
  XIRR              :     +19.80%
  Max Drawdown      :      35.99%
  Sharpe Ratio      :       0.66
  Sortino Ratio     :       2.39
  Calmar Ratio      :       0.84

[ TRADE STATISTICS ]
  Total Trades      : 1567
  Win Rate          :      37.33%
  Profit Factor     :       1.40
  Expectancy/Trade  :    +544.54
  Avg Holding Days  :       25.1
  Winners           : 585
  Losers            : 982
  Avg Win           :       +5,158.79
  Avg Loss          :       -2,188.57
  Best Trade        : MIDWEST +231,315.70
  Worst Trade       : MODINSU -18,094.40

[ TRANSACTION COSTS ]
  Total Buy Value   :   39,241,195.68
  Total Sell Value  :   40,109,913.03
  Total Turnover    :   79,351,108.71
  ---
  Buy Side Costs    :       46,810.28
  Sell Side Costs   :       62,201.13
  Total Costs       :      109,011.41
  ---
  Brokerage         :            0.00
  STT               :       79,351.19
  GST               :          506.99
  Stamp Duty        :        5,886.19
  Cost as % Return  :       7.28%

[ CAPITAL GAINS TAX ]
  STCG Trades       : 585
  STCG Gains        :    3,017,893.48
  STCG Tax (20%)    :      603,578.68
  ---
  LTCG Trades       : 0
  LTCG Gains        :            0.00
  LTCG Tax (12.5%)  :            0.00
  ---
  Total Tax         :      603,578.68
  Total Costs+Tax   :      712,590.09
  Net Post-Tax Ret  :     +785,609.51

[ TRADE LOG ]
  Symbol                      Entry         Exit    Entry ₹     Exit ₹  Units          PnL Reason
  TIMEX                  2018-09-10   2018-09-25      67.10      57.00    135    -1,363.50 close-based stoploss sell at open on 2018-09-25
  NRAIL                  2018-09-17   2018-09-25     580.00     518.00     21    -1,302.00 close-based stoploss sell at open on 2018-09-25
  UNIENTER               2018-09-24   2018-09-25     115.00      98.09     81    -1,369.71 hard stoploss hit on 2018-09-25 (low=94.40)
  TANFACIND              2018-08-13   2018-09-25     197.30     322.81     65    +8,158.15 hard stoploss hit on 2018-09-25 (low=321.75)
  PERMAGN                2018-09-24   2018-09-28     171.25     151.90     56    -1,083.60 close-based stoploss sell at open on 2018-09-28
  GLOBUSSPR              2018-09-24   2018-09-28     187.00     148.55     36    -1,384.20 close-based stoploss sell at open on 2018-09-28
  DHAMPURSUG             2018-09-24   2018-09-28     132.00     111.57     67    -1,368.81 hard stoploss hit on 2018-09-28 (low=109.60)
  PRAJIND                2018-09-24   2018-09-28     101.60      85.55     84    -1,348.20 hard stoploss hit on 2018-09-28 (low=84.00)
  UTTAMSUGAR             2018-09-24   2018-10-01     108.15      88.61     67    -1,309.18 hard stoploss hit on 2018-10-01 (low=88.50)
  SASTASUNDR             2018-09-24   2018-10-01     114.00      94.63     69    -1,336.53 hard stoploss hit on 2018-10-01 (low=93.05)
  DCMSHRIRAM             2018-09-24   2018-10-03     460.00     405.30     26    -1,422.20 hard stoploss hit on 2018-10-03 (low=347.10)
  SONATSOFTW             2018-09-24   2018-10-04     145.70     125.52     69    -1,392.42 hard stoploss hit on 2018-10-04 (low=121.90)
  BIOCON                 2018-10-01   2018-10-05     345.00     309.50     41    -1,455.50 close-based stoploss sell at open on 2018-10-05
  TCS                    2018-10-01   2018-10-05   2,190.90   2,050.00     13    -1,831.70 close-based stoploss sell at open on 2018-10-05
  PRECOT-BE              2018-09-24   2018-10-08      63.80      54.05    131    -1,277.25 stoploss hit
  DEEPAKNTR              2018-10-01   2018-10-08     289.00     248.79     34    -1,367.14 hard stoploss hit on 2018-10-08 (low=212.50)
  JSWHL                  2018-10-01   2018-10-08   2,380.65   2,053.91      4    -1,306.96 hard stoploss hit on 2018-10-08 (low=2052.00)
  SCHNEIDER              2018-09-24   2018-10-09     119.00     101.44     78    -1,369.68 hard stoploss hit on 2018-10-09 (low=98.80)
  SRAMSET                2018-10-01   2018-10-11     148.95     142.10    337    -2,308.45 close-based stoploss sell at open on 2018-10-11
  HCLTECH                2018-10-08   2018-10-12     535.00     501.65     46    -1,534.10 close-based stoploss sell at open on 2018-10-12
  TCS                    2018-10-08   2018-10-12   2,102.65   1,978.00      9    -1,121.85 close-based stoploss sell at open on 2018-10-12
  ALICON                 2018-10-01   2018-10-15     631.45     629.00     17       -41.65 score degraded to 0.0
  SRAMSET                2018-10-15   2018-10-17     140.00     131.20    197    -1,733.60 close-based stoploss sell at open on 2018-10-17
  PRAJIND                2018-10-15   2018-10-19     122.00     103.32     60    -1,120.80 hard stoploss hit on 2018-10-19 (low=103.00)
  KAMAHOLD               2018-10-01   2018-10-22   1,001.70   1,020.00      9      +164.70 score degraded to 34.1
  ZSARACOM               2018-10-08   2018-10-22      28.70      28.70    611        +0.00 score degraded to 0.0
  HINDALCO               2018-10-08   2018-10-22     235.00     230.55     46      -204.70 score degraded to 0.0
  SAKAR                  2018-10-08   2018-10-22      64.00      57.90    115      -701.50 swap: score 43.4 → DALMIASUG (93.7)
  MORGANITE              2018-09-24   2018-10-22     929.00     880.25     12      -585.00 swap: score 57.9 → PRAJIND (91.5)
  UNIENTER               2018-10-01   2018-10-22      92.25      90.50     73      -127.75 swap: score 64.8 → BALRAMCHIN (90.0)
  YSL                    2018-10-08   2018-10-23  15,501.75  16,920.35      1    +1,418.60 close-based stoploss sell at open on 2018-10-23
  NLCINDIA               2018-10-22   2018-10-23      84.40      77.10    181    -1,321.30 hard stoploss hit on 2018-10-23 (low=77.00)
  BHAGERIA               2018-10-22   2018-10-26     167.45     143.32     45    -1,085.85 hard stoploss hit on 2018-10-26 (low=143.15)
  WEALTH                 2018-10-15   2018-10-29     151.20     151.20     64        +0.00 score degraded to 0.0
  ARYAMAN                2018-10-15   2018-10-29      56.00      49.80    198    -1,227.60 swap: score 60.1 → ESABINDIA (87.2)
  AUROPHARMA             2018-10-15   2018-11-05     738.00     777.90     14      +558.60 swap: score 45.3 → ADCINDIA (92.7)
  ADCINDIA               2018-11-05   2018-11-06     234.75     203.71     35    -1,086.40 hard stoploss hit on 2018-11-06 (low=181.00)
  TIINDIA                2018-10-15   2018-11-12     294.00     305.85     34      +402.90 swap: score 67.0 → ALKYLAMINE (88.7)
  UTTAMSUGAR             2018-10-22   2018-11-19     146.90     110.10     33    -1,214.40 stoploss hit
  BHAGERIA               2018-10-29   2018-11-19     147.55     148.50     45       +42.75 swap: score 64.0 → VOLTAMP (91.0)
  PRAJIND                2018-10-22   2018-11-19     108.80     109.40     56       +33.60 swap: score 67.5 → VINDHYATEL (90.6)
  SOLARA                 2018-10-29   2018-11-19     285.25     271.85     25      -335.00 swap: score 67.6 → JAYAGROGN (89.6)
  ADANIENT               2018-10-29   2018-11-19     163.50     157.40     42      -256.20 swap: score 69.7 → FERMENTA (89.4)
  HEG                    2018-10-22   2018-11-19     874.60     843.20      7      -219.80 swap: score 70.2 → RITES (88.4)
  ESABINDIA              2018-10-29   2018-11-26     890.10     926.00      7      +251.30 swap: score 62.8 → ADANIENSOL (92.0)
  ALKYLAMINE             2018-11-12   2018-11-27     321.95     288.70     33    -1,097.25 close-based stoploss sell at open on 2018-11-27
  JAYAGROGN              2018-11-19   2018-12-03     280.95     252.85     25      -702.50 swap: score 62.9 → PIDILITIND (89.1)
  GVPIL                  2018-10-29   2018-12-03     813.65     819.00     12       +64.20 swap: score 68.2 → LUMAXTECH (88.9)
  GAEL                   2018-10-22   2018-12-03      60.00      60.50    143       +71.50 swap: score 69.2 → VIPIND (87.9)
  KILITCH                2018-10-08   2018-12-05     134.15     164.51     50    +1,518.00 hard stoploss hit on 2018-12-05 (low=159.70)
  LUMAXTECH              2018-12-03   2018-12-07     205.90     189.60     45      -733.50 close-based stoploss sell at open on 2018-12-07
  BALRAMCHIN             2018-10-22   2018-12-10      98.70      97.00     58       -98.60 swap: score 58.1 → AXTEL (91.7)
  DHAMPURSUG             2018-10-15   2018-12-10     162.00     143.50     37      -684.50 swap: score 59.9 → HINDUNILVR (90.5)
  RITES                  2018-11-19   2018-12-10     118.00     107.20     72      -777.60 swap: score 69.6 → GODFRYPHLP (90.3)
  ADANIENSOL             2018-11-26   2018-12-10     237.00     206.09     34    -1,050.94 hard stoploss hit on 2018-12-10 (low=201.45)
  VINDHYATEL             2018-11-19   2018-12-11   1,729.95   1,720.00      4       -39.80 close-based stoploss sell at open on 2018-12-11
  63MOONS                2018-12-03   2018-12-11      99.95      82.00     54      -969.30 close-based stoploss sell at open on 2018-12-11
  RESPONIND              2018-11-12   2018-12-13      93.95      82.93    102    -1,124.04 hard stoploss hit on 2018-12-13 (low=81.00)
  GODFRYPHLP             2018-12-10   2018-12-24     292.00     285.00     35      -245.00 stoploss hit
  DALMIASUG              2018-10-22   2018-12-24      88.70      93.95     55      +288.75 swap: score 53.9 → VINATIORGA (87.8)
  FERMENTA               2018-11-19   2018-12-24     313.35     342.00     28      +802.20 swap: score 69.3 → FEDERALBNK (87.4)
  DMART                  2018-12-17   2018-12-26   1,596.00   1,534.70     10      -613.00 close-based stoploss sell at open on 2018-12-26
  TTKPRESTIG             2018-12-17   2018-12-26     650.10     608.15     19      -797.05 close-based stoploss sell at open on 2018-12-26
  VINATIORGA             2018-12-24   2018-12-26     820.00     733.16     12    -1,042.08 hard stoploss hit on 2018-12-26 (low=730.50)
  SRAMSET                2018-12-17   2018-12-28     168.50     170.00     70      +105.00 close-based stoploss sell at open on 2018-12-28
  VOLTAMP                2018-11-19   2018-12-31   1,080.00   1,089.00      9       +81.00 swap: score 65.7 → GMMPFAUDLR (87.7)
  PIDILITIND             2018-12-03   2019-01-07     578.00     554.10     22      -525.80 score degraded to 26.7
  VIPIND                 2018-12-03   2019-01-07     539.90     522.00     16      -286.40 swap: score 61.2 → COCKERILL (89.3)
  HINDUNILVR             2018-12-10   2019-01-07   1,796.80   1,791.50      8       -42.40 swap: score 70.6 → KPL (88.5)
  VIMTALABS              2018-12-24   2019-01-10     160.00     144.40     51      -795.60 close-based stoploss sell at open on 2019-01-10
  INDIGO                 2018-12-31   2019-01-11   1,175.00   1,095.00     10      -800.00 close-based stoploss sell at open on 2019-01-11
  TIINDIA                2019-01-07   2019-01-11     362.00     325.80     23      -832.60 close-based stoploss sell at open on 2019-01-11
  EIHAHOTELS             2018-12-24   2019-01-14     205.00     186.80     30      -546.00 score degraded to 30.7
  INDHOTEL               2018-12-17   2019-01-14     144.50     136.65     78      -612.30 swap: score 57.1 → PGHL (88.4)
  FEDERALBNK             2018-12-24   2019-01-17      93.00      87.42    126      -703.08 hard stoploss hit on 2019-01-17 (low=86.40)
  LINDEINDIA             2018-11-19   2019-01-18     640.20     715.54     13      +979.42 hard stoploss hit on 2019-01-18 (low=614.10)
  KPL                    2019-01-07   2019-01-21      56.00      52.00    390    -1,560.00 score degraded to 0.0
  GMMPFAUDLR             2018-12-31   2019-01-21     408.00     380.00     25      -700.00 swap: score 70.0 → DHAMPURSUG (90.1)
  UNIONBANK              2019-01-14   2019-01-22      86.66      78.73    114      -904.02 close-based stoploss sell at open on 2019-01-22
  BANKINDIA              2018-12-31   2019-01-22     100.31      96.40    102      -398.82 close-based stoploss sell at open on 2019-01-22
  AXTEL                  2018-12-10   2019-01-22     103.25      98.50     57      -270.75 close-based stoploss sell at open on 2019-01-22
  ASAL                   2018-12-31   2019-01-22      67.35      72.54    120      +622.80 hard stoploss hit on 2019-01-22 (low=65.60)
  FMGOETZE               2018-12-31   2019-01-23     499.30     500.40     29       +31.90 close-based stoploss sell at open on 2019-01-23
  MAHSCOOTER             2018-12-10   2019-01-24   2,833.05   3,164.05      4    +1,324.00 close-based stoploss sell at open on 2019-01-24
  PRAJIND                2019-01-14   2019-01-25     148.00     132.90     47      -709.70 close-based stoploss sell at open on 2019-01-25
  DHAMPURSUG             2019-01-21   2019-01-29     175.05     158.30     45      -753.75 close-based stoploss sell at open on 2019-01-29
  ALKYLAMINE             2019-01-28   2019-01-30     320.00     296.00     32      -768.00 close-based stoploss sell at open on 2019-01-30
  ELANTAS                2019-01-14   2019-01-30   2,450.00   2,190.05      3      -779.85 close-based stoploss sell at open on 2019-01-30
  RELIANCE               2019-01-28   2019-01-31     596.00     572.90     27      -623.70 close-based stoploss sell at open on 2019-01-31
  FREDUN                 2019-01-28   2019-01-31     408.00     339.67     12      -819.96 hard stoploss hit on 2019-01-31 (low=335.00)
  STAR                   2019-01-28   2019-02-01     456.60     414.30     19      -803.70 close-based stoploss sell at open on 2019-02-01
  TORNTPHARM             2019-01-21   2019-02-04     949.95     894.00     15      -839.25 stoploss hit
  VIYASH                 2019-01-21   2019-02-04      83.90      73.31     86      -910.74 hard stoploss hit on 2019-02-04 (low=73.20)
  COCKERILL              2019-01-07   2019-02-11   1,048.00   1,140.00      9      +828.00 swap: score 66.2 → HESTERBIO (93.8)
  DRREDDY                2019-02-04   2019-02-11     561.60     522.77     29    -1,126.07 hard stoploss hit on 2019-02-11 (low=511.85)
  AARTIIND               2019-02-04   2019-02-12     412.50     386.25     32      -840.00 close-based stoploss sell at open on 2019-02-12
  KILITCH                2019-01-14   2019-02-12     204.10     185.83     30      -548.10 hard stoploss hit on 2019-02-12 (low=179.10)
  AMRUTANJAN             2019-01-28   2019-02-13     319.20     293.00     29      -759.80 close-based stoploss sell at open on 2019-02-13
  UBL                    2019-01-28   2019-02-15   1,438.20   1,327.74     10    -1,104.60 hard stoploss hit on 2019-02-15 (low=1311.65)
  PGHL                   2019-01-14   2019-02-19   3,194.00   2,997.00      3      -591.00 close-based stoploss sell at open on 2019-02-19
  RELIANCE               2019-02-04   2019-02-20     594.30     583.30     24      -264.00 close-based stoploss sell at open on 2019-02-20
  CHAMBLFERT             2019-02-04   2019-02-22     171.00     157.30     53      -726.10 close-based stoploss sell at open on 2019-02-22
  HESTERBIO              2019-02-11   2019-02-27   1,429.95   1,293.00      6      -821.70 close-based stoploss sell at open on 2019-02-27
  TEAMLEASE              2019-02-25   2019-02-28   3,115.05   2,821.00      2      -588.10 hard stoploss hit on 2019-02-28 (low=2820.00)
  GULFOILLUB             2019-02-04   2019-03-11     866.90     855.10     12      -141.60 swap: score 60.0 → DCMSHRIRAM (87.6)
  TITAN                  2019-02-11   2019-03-18   1,059.00   1,105.00     13      +598.00 swap: score 51.9 → SATIN (85.9)
  AXISBANK               2019-02-04   2019-03-18     711.30     741.00     17      +504.90 swap: score 59.3 → GMMPFAUDLR (84.4)
  SOLARA                 2019-01-21   2019-03-18     308.00     407.70     31    +3,090.70 swap: score 67.2 → GOKEX (84.1)
  UTTAMSUGAR             2019-03-04   2019-03-19     149.80     129.50     31      -629.30 close-based stoploss sell at open on 2019-03-19
  NEULANDLAB             2019-03-04   2019-03-25     760.20     665.00      5      -476.00 swap: score 59.2 → PGIL (86.9)
  BALRAMCHIN             2019-02-25   2019-03-25     126.20     133.55     60      +441.00 swap: score 66.6 → GODFRYPHLP (86.2)
  DALMIASUG              2019-03-04   2019-03-25     125.45     112.95     42      -525.00 swap: score 66.9 → JUSTDIAL (85.8)
  ASTRAZEN               2019-02-18   2019-03-25   1,789.85   1,953.90      4      +656.20 swap: score 67.5 → DBL (85.8)
  MAHASTEEL-BE           2019-02-04   2019-03-27     105.20     166.48     60    +3,676.80 hard stoploss hit on 2019-03-27 (low=165.50)
  DCMSHRIRAM             2019-03-11   2019-04-01     452.00     417.50     12      -414.00 swap: score 66.4 → BAJAJELEC (85.4)
  BATAINDIA              2019-02-18   2019-04-01   1,265.00   1,405.00      8    +1,120.00 swap: score 66.4 → UNIONBANK (85.2)
  SRF                    2019-02-18   2019-04-01     439.20     454.52     22      +337.04 hard stoploss hit on 2019-04-01 (low=434.50)
  GOKEX                  2019-03-18   2019-04-05      98.65      87.55     68      -754.80 close-based stoploss sell at open on 2019-04-05
  GMMPFAUDLR             2019-03-18   2019-04-08     409.35     390.65     21      -392.70 swap: score 64.5 → GODREJPROP (88.4)
  JUSTDIAL               2019-03-25   2019-04-15     615.00     590.75      9      -218.25 swap: score 66.0 → PGHL (91.7)
  UPL                    2019-02-18   2019-04-15     523.90     592.80     24    +1,653.60 swap: score 71.7 → ICICIGI (90.3)
  DBL                    2019-03-25   2019-04-15     626.80     660.90      8      +272.80 swap: score 72.1 → NELCO (90.1)
  KIRIINDUS              2019-04-08   2019-04-22     613.90     554.00     12      -718.80 stoploss hit
  PGIL                   2019-03-25   2019-04-22      86.50      82.10     65      -286.00 swap: score 61.8 → ELECTHERM (92.1)
  UNIONBANK              2019-04-01   2019-04-22      89.47      80.35    100      -912.00 hard stoploss hit on 2019-04-22 (low=79.89)
  SATIN                  2019-03-18   2019-04-23     330.90     336.03     19       +97.47 hard stoploss hit on 2019-04-23 (low=334.00)
  GODREJPROP             2019-04-08   2019-04-24     983.80     895.50      7      -618.10 close-based stoploss sell at open on 2019-04-24
  63MOONS                2019-04-22   2019-04-25     126.60     114.00     50      -630.00 close-based stoploss sell at open on 2019-04-25
  ELECTHERM              2019-04-22   2019-04-25     293.90     254.88     21      -819.42 hard stoploss hit on 2019-04-25 (low=245.00)
  BANKBARODA             2019-04-08   2019-04-26     119.58     111.75     72      -563.76 close-based stoploss sell at open on 2019-04-26
  BRIGADE                2019-03-25   2019-04-29     161.45     154.55     41      -282.90 stoploss hit
  SEAMECLTD              2019-01-28   2019-04-30     283.50     430.94     26    +3,833.44 hard stoploss hit on 2019-04-30 (low=416.05)
  GODFRYPHLP             2019-03-25   2019-05-03     374.00     357.00     23      -391.00 close-based stoploss sell at open on 2019-05-03
  ATGL                   2019-04-29   2019-05-03     147.10     131.70     47      -723.80 close-based stoploss sell at open on 2019-05-03
  PGHL                   2019-04-15   2019-05-06   3,786.00   3,544.50      3      -724.50 stoploss hit
  SASTASUNDR             2019-02-18   2019-05-06     108.30     116.95     60      +519.00 swap: score 68.2 → MCX (92.1)
  ISTLTD                 2019-05-06   2019-05-08     347.50     343.95     20       -71.00 close-based stoploss sell at open on 2019-05-08
  BALRAMCHIN             2019-05-06   2019-05-08     156.00     143.80     59      -719.80 close-based stoploss sell at open on 2019-05-08
  BANDHANBNK             2019-04-29   2019-05-09     594.00     568.30     16      -411.20 close-based stoploss sell at open on 2019-05-09
  BAJAJELEC              2019-04-01   2019-05-09     368.50     347.50     29      -609.00 close-based stoploss sell at open on 2019-05-09
  5PAISA                 2019-04-29   2019-05-09     186.70     161.00     30      -771.00 hard stoploss hit on 2019-05-09 (low=159.35)
  DCMSHRIRAM             2019-05-13   2019-05-13     510.60     461.33     17      -837.59 hard stoploss hit on 2019-05-13 (low=449.00)
  NELCO                  2019-04-15   2019-05-14     301.00     267.70     21      -699.30 close-based stoploss sell at open on 2019-05-14
  ELECTHERM              2019-04-29   2019-05-14     249.00     222.90     17      -443.70 hard stoploss hit on 2019-05-14 (low=217.05)
  FINEORG                2019-05-06   2019-05-15   1,436.00   1,354.90      7      -567.70 close-based stoploss sell at open on 2019-05-15
  63MOONS                2019-04-29   2019-05-15     115.00     152.90     40    +1,516.00 hard stoploss hit on 2019-05-15 (low=150.10)
  INDIGO                 2019-04-01   2019-05-17   1,426.25   1,450.00      6      +142.50 close-based stoploss sell at open on 2019-05-17
  PGHL                   2019-05-20   2019-05-23   4,271.50   3,823.26      1      -448.24 hard stoploss hit on 2019-05-23 (low=3797.00)
  CNL                    2019-05-13   2019-05-30     152.50     151.90     60       -36.00 close-based stoploss sell at open on 2019-05-30
  POLYPLEX               2019-05-27   2019-05-30     640.25     585.00     13      -718.25 close-based stoploss sell at open on 2019-05-30
  MCX                    2019-05-06   2019-06-03     170.00     161.00     65      -585.00 swap: score 69.5 → ESABINDIA (88.9)
  DCMSHRIRAM             2019-05-20   2019-06-03     580.00     525.47     11      -599.83 hard stoploss hit on 2019-06-03 (low=521.25)
  EPL                    2019-04-29   2019-06-10     135.00     130.45     65      -295.75 score degraded to 40.0
  SVLL                   2019-05-13   2019-06-10      72.25      86.20    284    +3,961.80 score degraded to 0.0
  AAVAS                  2019-05-13   2019-06-10   1,398.40   1,412.70      5       +71.50 swap: score 66.8 → BIL (88.5)
  ULTRACEMCO             2019-05-13   2019-06-17   4,425.00   4,518.00      3      +279.00 stoploss hit
  LINDEINDIA             2019-05-20   2019-06-17     540.55     525.05     16      -248.00 swap: score 66.3 → GMMPFAUDLR (88.2)
  BIL                    2019-06-10   2019-06-17     330.00     280.91     15      -736.35 hard stoploss hit on 2019-06-17 (low=270.30)
  GOKEX                  2019-06-03   2019-06-17     106.10      90.54     47      -731.32 hard stoploss hit on 2019-06-17 (low=88.00)
  MAGADSUGAR             2019-05-20   2019-06-19      97.30     113.41     55      +886.05 hard stoploss hit on 2019-06-19 (low=111.20)
  MAHASTEEL-BE           2019-06-10   2019-06-20     212.00     190.77     33      -700.59 hard stoploss hit on 2019-06-20 (low=190.50)
  ORIENTCEM              2019-05-06   2019-06-21     105.75     105.29     60       -27.60 hard stoploss hit on 2019-06-21 (low=101.60)
  ICICIGI                2019-04-15   2019-06-24   1,110.00   1,155.90      9      +413.10 swap: score 68.3 → PIIND (89.1)
  GMMPFAUDLR             2019-06-17   2019-06-26     479.30     441.00     16      -612.80 close-based stoploss sell at open on 2019-06-26
  MAHASTEEL-BE           2019-06-24   2019-07-02     186.60     173.90     32      -406.40 close-based stoploss sell at open on 2019-07-02
  AMAL                   2019-06-24   2019-07-05     156.80     132.23     30      -737.10 hard stoploss hit on 2019-07-05 (low=128.90)
  MAHSCOOTER             2019-04-29   2019-07-08   3,812.75   4,251.13      3    +1,315.14 hard stoploss hit on 2019-07-08 (low=4153.30)
  SRF                    2019-05-20   2019-07-09     572.00     573.90     18       +34.20 close-based stoploss sell at open on 2019-07-09
  SIRCA                  2019-06-24   2019-07-09     147.00     138.62     65      -544.70 hard stoploss hit on 2019-07-09 (low=109.25)
  PFC                    2019-06-10   2019-07-09     108.10      98.04     88      -885.28 hard stoploss hit on 2019-07-09 (low=96.00)
  APOLLOHOSP             2019-06-17   2019-07-15   1,379.00   1,371.00      7       -56.00 swap: score 67.8 → NBIFIN (91.1)
  HESTERBIO              2019-05-20   2019-07-15   1,550.00   1,767.65      5    +1,088.25 swap: score 71.3 → TANLA (90.8)
  PNCINFRA               2019-06-03   2019-07-18     196.00     185.01     37      -406.63 hard stoploss hit on 2019-07-18 (low=183.25)
  PIIND                  2019-06-24   2019-07-19   1,198.00   1,079.14      7      -832.02 hard stoploss hit on 2019-07-19 (low=1058.00)
  ESABINDIA              2019-06-03   2019-07-22   1,173.10   1,054.00      4      -476.40 score degraded to 37.9
  BAJAJHLDNG             2019-06-24   2019-07-22   3,634.00   3,475.00      3      -477.00 swap: score 52.9 → DABUR (91.3)
  OBEROIRLTY             2019-07-08   2019-07-22     582.00     553.10     11      -317.90 swap: score 68.4 → HDFCAMC (91.2)
  ATGL                   2019-06-10   2019-07-22     171.60     162.40     33      -303.60 swap: score 71.6 → SANOFI (89.6)
  TANLA                  2019-07-15   2019-07-22      70.80      61.46     82      -765.88 hard stoploss hit on 2019-07-22 (low=61.10)
  FMGOETZE               2019-07-15   2019-07-23     581.20     532.90     15      -724.50 close-based stoploss sell at open on 2019-07-23
  TRENT                  2019-07-01   2019-07-24     448.00     418.00     20      -600.00 close-based stoploss sell at open on 2019-07-24
  HDFCAMC                2019-07-22   2019-07-24   1,125.00   1,017.20      7      -754.60 hard stoploss hit on 2019-07-24 (low=1006.00)
  NBIFIN                 2019-07-15   2019-07-25   1,377.05   1,315.60      8      -491.60 close-based stoploss sell at open on 2019-07-25
  PDSL                   2019-06-24   2019-07-29      65.60      66.36    136      +103.36 hard stoploss hit on 2019-07-29 (low=64.40)
  CAMLINFINE             2019-07-15   2019-07-30      55.94      49.52     89      -571.38 hard stoploss hit on 2019-07-30 (low=47.83)
  BFINVEST               2019-07-15   2019-08-02     269.00     238.00     22      -682.00 close-based stoploss sell at open on 2019-08-02
  TORNTPOWER             2019-07-08   2019-08-06     293.00     287.75     30      -157.50 close-based stoploss sell at open on 2019-08-06
  BRIGADE                2019-07-15   2019-08-12     180.05     183.35     41      +135.30 swap: score 57.5 → ZYDUSWELL (93.0)
  UBL                    2019-08-05   2019-08-19   1,401.80   1,341.00      7      -425.60 swap: score 49.6 → BATAINDIA (94.5)
  PGHL                   2019-07-22   2019-08-20   4,560.00   4,114.06      1      -445.94 hard stoploss hit on 2019-08-20 (low=4102.50)
  SANOFI                 2019-07-22   2019-08-23   5,459.60   5,277.90      2      -363.40 close-based stoploss sell at open on 2019-08-23
  TECHNVISN              2019-08-12   2019-08-26     151.65     151.65     40        +0.00 score degraded to 0.0
